,kepid,ra_kic,dec_kic,source_id,random_index,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,phot_variable_flag,l,b,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,ag_gspphot,ebpminrp_gspphot,angdist,kepler_gaia_ang_dist,pm_corrected,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_mag_diff,KIC,Teff,log(g),Mass,PRot,e_PRot,Rper,LPH,w,DC,Flag,heritage,f3_std
1355,11657761,289.52045,49.785648,2132657219036033920,991517815,289.52049542671216,49.78584590124895,4.641684686321676,0.023064474,201.24823,5.580121390932043,0.029043706,43.62266487321699,0.030043654,31,,,0,0,0.98442286,2097.816,15.566959,245.29187,16.729591,1048.7024,14.491503,1.3819805,2.2380886,,,16959,,,,NOT_AVAILABLE,80.99401918647062,16.352923172851128,False,False,0,True,False,False,False,False,True,True,False,3644.7434,4.5917,-0.4263,214.7888,0.3868,0.2287,0.7202261593117054,0.02180772504789389,True,2MASS J19180490+4947083,15.608,3482,45,-45,PHO2,4.904,0.035,-0.031,PHO2,-0.1,0.1,-0.1,PHO2,0.349,0.03,-0.033,0.358,0.038,-0.041,DSEP,0,0,0,13.068,12.44,12.236,none,-0.041040618896484915,11657761.0,3472.0,4.91,0.3445,45.739,0.546,10730.65,0.937,0.5035,1.0,---,1.0,0.005948119067420454
1356,11669352,295.62207,49.751202,2134932933228540416,208478273,295.6222606777593,49.75134400136617,3.185961677989573,0.022455974,141.87592,27.12231677224426,0.027370423,31.183159156318226,0.028065423,31,,,0,0,1.1052581,3060.5186,15.311596,330.10086,16.274366,1213.2557,14.336275,1.3323563,1.9380913,-122.494774,7.456452,14,3.2923508,,,NOT_AVAILABLE,82.68234553265076,12.767569675770877,False,False,0,True,False,False,False,False,True,True,False,3638.1626,4.2408,-0.72,310.3453,0.1126,0.0625,0.6767827096136106,0.01556015670216376,True,2MASS J19422929+4945043,15.377,3681,58,-73,PHO2,4.87,0.055,-0.05,PHO2,-0.4,0.15,-0.2,PHO2,0.389,0.041,-0.046,0.411,0.039,-0.054,DSEP,0,0,0,13.101,12.535,12.36,none,-0.06540408325195379,11669352.0,3692.0,4.86,0.4241,,,,,,1.0,,2.0,0.003731059008919002
1357,11669367,295.62799,49.709572,2134932727070099200,1708119261,295.628513358772,49.709913076803915,11.250794874037448,0.0101683065,1106.4572,98.58244111481933,0.013319396,97.16735589144064,0.0129819,31,,,0,0,1.0642235,3488.0503,13.325746,915.7761,14.383727,2542.9294,12.304379,1.3520466,2.0793476,-54.711636,1.1423715,17,19.695099,0.9287767,0.24931201,VARIABLE,82.6464306250759,12.74507826370305,False,False,0,True,True,False,True,False,False,True,False,4878.7197,4.6654,-2.4984,89.0484,1.7659,0.9794,1.7297683086405542,0.48541095191304934,True,2MASS J19423067+4942340,14.041,3566,113,-125,PHO54,4.868,0.12,-0.08,PHO54,-0.18,0.25,-0.3,PHO54,0.382,0.076,-0.101,0.394,0.079,-0.118,DSEP,0,0,0,10.958,10.32,10.144,none,-0.715254417419434,,,,,,,,,,,,,0.004131625870107664
1358,11674867,297.81277,49.75116,2087193787618551296,1008007252,297.8130539527622,49.75154254590399,12.162243989751195,0.011587518,1049.5988,39.58171627035447,0.013066684,79.27836871374615,0.014589835,31,,,0,0,1.1402347,2679.3147,13.595776,788.38574,14.7471895,1387.286,12.528868,1.3756735,2.2183218,-78.16456,1.3875139,18,19.037994,,,VARIABLE,83.359788981679,11.516633536279667,False,False,0,True,True,False,True,False,True,True,False,3672.3618,4.6625,-0.3194,82.2904,0.3823,0.225,1.5273517203939075,0.1120740721844366,True,2MASS J19511506+4945041,13.645,3474,46,-46,PHO2,4.927,0.044,-0.04,PHO2,-0.1,0.1,-0.1,PHO2,0.337,0.034,-0.037,0.35,0.036,-0.045,DSEP,0,0,0,11.132,10.521,10.309,none,-0.0492243957519527,11674867.0,3481.0,4.91,0.3476,41.733,0.423,12700.62,1.118,0.5753,1.0,---,1.0,0.0066515711431958165
1359,11700807,284.75424,49.807831,2132224389410265984,1206221662,284.75403675856813,49.80782521781099,8.13678994657491,0.016425652,495.37088,-24.615177478295458,0.02280578,3.308411030672301,0.019909179,31,,,0,0,1.0203056,2637.0386,14.668414,514.1819,15.819363,949.88776,13.605896,1.3712424,2.2134666,-9.337094,2.9596343,20,8.880424,,,VARIABLE,79.84493109839394,19.228139994142843,False,False,0,True,True,False,True,False,True,True,False,3714.5217,4.762,-0.1357,122.6649,0.4309,0.2521,0.4726437257925493,0.10759554020888787,True,2MASS J18590101+4948281,14.709,3450,44,-48,PHO2,4.995,0.031,-0.058,PHO2,-0.2,0.1,-0.1,PHO2,0.288,0.04,-0.033,0.3,0.039,-0.047,DSEP,0,0,0,12.214,11.598,11.369,none,-0.04058588409423791,11700807.0,3450.0,4.97,0.3368,35.026,2.842,2888.74,0.516,0.3524,1.0,---,1.0,
1360,11701376,285.1225,49.821911,2132128422661414912,293852547,285.12236339328064,49.82173325967696,5.840463233154711,0.028823728,202.62692,-17.314093641405183,0.036575746,-32.00496337123603,0.03662794,31,,,0,0,1.1218084,2131.8064,15.516732,260.56897,16.760891,1020.76935,14.412907,1.3940058,2.3479843,-17.733135,5.763015,14,4.017989,,,NOT_AVAILABLE,79.94368397844872,19.009113074790545,False,False,0,True,False,False,False,False,True,True,False,3570.7104,4.6278,-0.5054,170.2067,0.4377,0.2633,0.7142099145632159,0.13397811219359992,True,2MASS J19002939+4949188,15.553,3439,44,-44,PHO2,4.901,0.035,-0.031,PHO2,0.0,0.1,-0.1,PHO2,0.347,0.031,-0.034,0.351,0.041,-0.041,DSEP,0,0,0,12.954,12.328,12.11,none,-0.03626778411865317,11701376.0,3440.0,4.89,0.3333,44.995,0.572,11190.47,1.016,0.5354,1.0,---,1.0,
1361,11701420,285.14841,49.882671,2132134607414334720,1545572215,285.14826211978936,49.88250879714901,5.774250980367891,0.022571184,255.82402,-17.083853359988716,0.027398184,-30.79639354138287,0.027484028,31,,,0,0,1.0231411,2329.2498,15.091118,285.76987,16.276533,919.424,14.009215,1.3835685,2.2673178,-66.723114,4.3405595,21,5.684746,,,VARIABLE,80.01014398433512,19.014042082406057,False,False,0,True,False,False,True,False,True,True,False,3659.3591,4.584,-0.2949,176.2976,0.4251,0.2521,0.6772352457288641,0.11477455703771616,True,2MASS J19003561+4952576,15.119,3522,42,-47,PHO2,4.848,0.038,-0.028,PHO2,0.0,0.1,-0.1,PHO2,0.4,0.029,-0.036,0.411,0.034,-0.037,DSEP,0,0,0,12.598,11.925,11.726,none,-0.027882141113281023,11701420.0,3525.0,4.85,0.3632,39.632,0.64,2933.56,0.519,0.3548,1.0,---,1.0,
1362,11701765,285.37177,49.808472,2132129900130455424,424126827,285.3718344135037,49.80854074618107,1.8836283171426667,0.042870693,43.937435,7.922725994463392,0.049633205,12.542479730572673,0.05080939,31,,,0,0,0.9286057,1660.4283,16.549765,149.12483,17.500072,315.5844,15.593931,1.3174194,1.9061413,,,16959,,,,NOT_AVAILABLE,79.98860294077318,18.853289857073513,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.28921266585247174,0.052101334407710136,True,2MASS J19012922+4948304,16.589,3694,66,-74,PHO2,4.86,0.055,-0.049,PHO2,-0.4,0.2,-0.2,PHO2,0.398,0.044,-0.049,0.419,0.043,-0.057,DSEP,0,0,0,14.383,13.737,13.574,none,-0.0392353668212877,,,,,,,,,,,,,
1363,11702167,285.63559,49.822739,2132142235276524416,1674202412,285.6356489474339,49.822643316943164,6.469830294237798,0.02221264,291.26797,9.48346876533487,0.02746484,-24.693652370760454,0.02850817,31,,,7,0,1.1294972,1694.3011,15.076839,245.90384,16.254063,673.90625,13.970773,1.4110717,2.28329,5.935423,4.440479,16,6.607482,,,NOT_AVAILABLE,80.06441927046707,18.698295609865806,False,False,0,True,False,False,False,False,True,True,False,3716.3982,4.7301,0.0085,153.5624,0.4754,0.28,0.3706697226117028,0.05276559337287903,True,2MASS J19023254+4949218,15.052,3466,44,-44,PHO2,4.914,0.046,-0.035,PHO2,-0.1,0.1,-0.1,PHO2,0.34,0.033,-0.037,0.345,0.037,-0.045,DSEP,0,0,0,12.504,11.854,11.665,none,0.024839447021484773,11702167.0,3469.0,4.91,0.3434,18.582,0.048,23443.58,1.361,0.7224,1.0,---,1.0,
1364,11708034,289.26343,49.885769,2132656703639907968,180085909,289.2634521240401,49.885703890981375,3.6844808664714805,0.050897654,72.38999,-0.8929259968784264,0.06173202,-19.98292340770846,0.0664531,31,,,0,0,1.1082721,1381.157,16.81621,79.96063,18.098196,360.57028,15.701216,1.3981396,2.3969803,,,16959,,,,NOT_AVAILABLE,81.02305647439883,16.544447692442027,False,False,0,True,False,False,False,False,True,True,False,3511.6887,4.6596,-0.5482,262.9884,0.4141,0.2526,0.23994437426905504,0.10763758324684014,True,2MASS J19170322+4953087,16.839,3407,54,-47,PHO2,4.923,0.055,-0.035,PHO2,0.0,0.1,-0.1,PHO2,0.324,0.037,-0.045,0.32,0.05,-0.05,DSEP,0,0,0,14.238,13.584,13.407,none,-0.022790206909178323,,,,,,,,,,,,,0.011318290588268975
1365,11709022,289.73761,49.858589,2132647559652735744,1517186216,289.73775020292265,49.85827345175917,14.736323861731107,0.38194612,38.582207,18.680961405325547,0.4559099,-54.03202773538709,0.4577054,31,,,28,0,31.344582,295.77554,11.883001,216.36894,12.750402,459.82657,10.832028,1.434375,1.9183741,-7.237743,3.737511,16,59.49342,12.172725,0.0,NOT_AVAILABLE,81.12046203391968,16.25210689683701,False,False,0,True,True,False,False,False,False,True,False,,,,,,,1.18165734970928,0.27275273897966973,True,2MASS J19185703+4951305,12.902,3535,111,-124,PHO54,4.882,0.114,-0.076,PHO54,-0.16,0.25,-0.3,PHO54,0.368,0.077,-0.094,0.378,0.08,-0.11,DSEP,0,1,9,9.456,8.899,8.676,cand,-1.0189986724853508,,,,,,,,,,,,,0.009811877178663156
1366,11709103,289.76978,49.887951,2133023047169383424,423411513,289.7698356441838,49.88804816311521,2.8447122912473146,0.04351667,65.370636,4.62219344521685,0.05210633,20.688165268442653,0.047193676,31,,,0,0,1.003191,1550.8416,16.591118,79.43392,17.78435,429.04492,15.500545,1.3909644,2.283805,,,16959,,,,NOT_AVAILABLE,81.15742974779351,16.24472363769507,False,False,0,True,False,False,False,False,True,True,False,3643.9453,4.5171,-0.1944,396.5323,0.4078,0.2445,0.3728380090351049,0.05821837859229883,True,2MASS J19190475+4953166,16.607,3490,63,-70,PHO2,4.869,0.054,-0.04,PHO2,0.0,0.1,-0.1,PHO2,0.38,0.039,-0.048,0.391,0.044,-0.061,DSEP,0,0,0,14.074,13.421,13.233,none,-0.015882141113280568,,,,,,,,,,,,,0.006447575231494754
1367,11710354,290.46014,49.833031,2130020143476068480,1366867927,290.4600978011618,49.83301299181979,3.7193064203375394,0.020879002,178.13622,-2.637566566673886,0.024797633,-15.252248099261578,0.022954417,31,,,1,0,0.99664676,2752.7117,15.271721,271.4556,16.279829,759.8619,14.273411,1.3422548,2.0064182,9.487601,5.854748,16,3.9759598,,,VARIABLE,81.2878197883239,15.81422683619131,False,False,0,True,False,False,True,False,False,True,False,,,,,,,0.11749286146885145,0.18768919307576667,True,2MASS J19215043+4949589,15.289,3665,65,-80,PHO2,4.831,0.055,-0.049,PHO2,-0.2,0.15,-0.2,PHO2,0.427,0.045,-0.055,0.45,0.043,-0.058,DSEP,0,0,0,12.971,12.287,12.136,none,-0.01727911376953095,11710354.0,3668.0,4.82,0.4152,37.437,0.65,9219.53,0.895,0.514,1.0,---,1.0,0.004178199038613681
1368,11714250,292.67184,49.85181,2129841610276422272,1469055386,292.6711350780887,49.85142792694517,14.163473406164597,0.011375663,1245.068,-91.01355928686587,0.014200068,-75.44684456711343,0.0168783,31,,,0,0,1.1338143,1717.1488,13.627695,449.63382,14.972272,853.5903,12.486389,1.4145004,2.4858828,,,16959,,,,NOT_AVAILABLE,81.91289437356193,14.52217673788443,False,False,0,True,True,False,False,False,True,True,False,3540.2593,4.6689,-0.0735,70.8543,0.4491,0.2794,2.137566467530213,0.24645315294271167,True,2MASS J19304123+4951065,13.646,3662,132,-132,KIC0,4.693,0.08,-0.02,KIC0,0.56,0.05,-0.3,KIC0,0.557,0.032,-0.076,0.558,0.036,-0.072,DSEP,0,0,0,10.925,10.308,10.057,none,-0.018304916381836733,,,,,,,,,,,,,0.007038372882623523
1369,11751688,284.73608,49.931519,2132319840762921344,1760874964,284.735998516031,49.93144517870954,1.980741447829611,0.045892965,43.160023,-9.463968645096118,0.055649698,-10.540589936848864,0.057438925,31,,,0,0,1.003942,1379.0969,16.91182,73.30248,18.150415,211.99055,15.827013,1.3749881,2.3234024,,,16959,,,,NOT_AVAILABLE,79.96418240860295,19.2805099129833,False,False,0,True,False,False,False,False,True,True,False,3779.6968,4.668,0.1557,403.9599,0.5561,0.3311,0.3260086176677767,0.10406113330447385,True,2MASS J18585666+4955534,16.959,3431,41,-44,PHO2,4.994,0.036,-0.048,PHO2,-0.2,0.1,-0.1,PHO2,0.28,0.037,-0.03,0.282,0.04,-0.04,DSEP,0,0,0,14.314,13.702,13.45,none,-0.04718054199218713,,,,,,,,,,,,,
1370,11751992,284.94971,49.928902,2132317641739707008,993284872,284.9495914928123,49.92882698396465,6.734762925036813,0.016753227,401.998,-19.88303528291161,0.020300433,-16.777042774980927,0.021990955,31,,,0,0,1.0072689,3497.3286,14.643294,312.01822,15.718805,1407.3005,13.611908,1.3576616,2.1068974,-78.79579,2.5043259,22,9.114667,,,NOT_AVAILABLE,80.01046611765202,19.150120526812085,False,False,0,True,True,False,False,False,True,True,False,3825.7363,4.7182,-0.0003,148.0501,0.4298,0.2454,0.3851697849772625,0.043521088808778564,True,2MASS J18594793+4955440,14.684,3517,49,-56,PHO2,4.947,0.045,-0.04,PHO2,-0.3,0.1,-0.1,PHO2,0.318,0.037,-0.04,0.327,0.042,-0.046,DSEP,0,0,0,12.304,11.649,11.452,none,-0.04070566558837818,11751992.0,3518.0,4.94,0.3607,40.771,1.321,4481.73,0.499,0.3353,1.0,---,1.0,
1371,11755212,287.25089,49.989941,2132849461772140160,625083800,287.2509148448573,49.98988780689402,3.03567837828323,0.5044618,6.0176573,5.375639821694979,0.65411043,-3.664546150761515,0.63353443,31,,,27,0,22.012068,246.39915,15.4563675,317.86166,16.386166,1166.1547,14.328763,1.4971946,2.0574026,-1.9361095,6.626784,22,4.9044757,,,NOT_AVAILABLE,80.61686671904619,17.784592127818406,False,False,0,True,False,False,False,False,True,True,False,3970.106,4.1908,0.1795,444.956,0.5211,0.295,0.19994276065246314,0.1358861406420223,True,2MASS J19090020+4959237,15.393,3628,72,-80,PHO2,4.842,0.054,-0.04,PHO2,-0.2,0.1,-0.1,PHO2,0.41,0.037,-0.05,0.427,0.039,-0.054,DSEP,0,0,0,13.082,12.403,12.221,none,0.06336749267578057,11755212.0,3621.0,4.86,0.3979,20.392,0.071,3510.18,1.255,0.696,1.0,---,1.0,
1372,11759605,289.81906,49.926971,2133022841010986368,680951765,289.819186709594,49.927035544850355,2.5091631246048323,0.051344346,48.869316,10.853076181214886,0.059647158,8.621262353029444,0.059781678,31,,,1,0,0.99827856,1384.6722,16.937658,95.576584,18.097412,297.08624,15.875353,1.368994,2.2220592,,,16959,,,,NOT_AVAILABLE,81.207755545913,16.23074037678475,False,False,0,True,False,False,False,False,True,True,False,3723.7297,4.6776,-0.1167,393.3333,0.4379,0.2561,0.37446677475591555,0.15269861937766815,True,2MASS J19191657+4955371,16.989,3458,62,-55,PHO2,4.957,0.05,-0.05,PHO2,-0.2,0.1,-0.1,PHO2,0.304,0.044,-0.039,0.305,0.055,-0.05,DSEP,0,0,0,14.533,13.888,13.597,none,-0.05134169006347733,,,,,,,,,,,,,0.006715330321983105
1373,11760021,290.04077,49.904678,2133020538908588288,1687920342,290.0408596915485,49.90467622717222,4.163037420432821,0.028998176,143.56204,7.732560274648522,0.034897946,-0.5836083097797506,0.036382854,31,,,0,0,1.0589968,1770.0839,15.8002205,184.13857,17.023762,596.0484,14.703408,1.3909351,2.3203535,,,16959,,,,NOT_AVAILABLE,81.24474652480754,16.090698612127987,False,False,0,True,False,False,False,False,True,True,False,3406.5425,3.9776,-1.2092,236.4062,0.2769,0.1661,0.2080585519582551,0.08429150176286952,True,2MASS J19200978+4954168,15.827,3499,45,-45,PHO2,4.862,0.035,-0.028,PHO2,0.0,0.1,-0.1,PHO2,0.386,0.032,-0.032,0.396,0.034,-0.038,DSEP,0,0,0,13.26,12.621,12.419,none,-0.026779510498046832,11760021.0,3496.0,4.86,0.3529,14.943,0.12,17258.47,1.233,0.6489,1.0,SM1,1.0,0.007420837888579454
1374,11763820,292.23621,49.912022,2129891878573263872,1520191900,292.23570170187946,49.91138925177715,15.665279642799876,0.009724642,1610.8849,-67.29093254602338,0.012542162,-139.6750653672909,0.012236441,31,,,0,0,1.0482299,3720.6667,13.030251,886.88007,14.249409,2267.7295,11.937984,1.3870565,2.3114243,22.162193,3.420859,19,25.557459,15.662535,0.0,NOT_AVAILABLE,81.84702561172105,14.801926770830232,False,False,0,True,True,False,False,False,True,True,False,3604.1252,4.5539,-0.4837,64.0331,0.4284,0.2558,2.5646394274029944,0.1104586322635062,True,2MASS J19285668+4954432,13.063,3473,69,-76,PHO2,4.88,0.06,-0.045,PHO2,0.0,0.1,-0.1,PHO2,0.369,0.041,-0.056,0.377,0.055,-0.068,DSEP,0,0,0,10.522,9.954,9.737,none,-0.03274945068359436,11763820.0,3464.0,4.88,0.3417,48.063,1.085,2984.46,0.941,0.4969,1.0,---,1.0,0.003401740624251947
1375,11767303,294.0105,49.959221,2135100230794577408,1071126988,294.0105143081894,49.95908771793973,2.7503695394957717,0.03257212,84.43938,3.664662346664713,0.038987856,-21.195618901339888,0.042543724,31,,,0,0,1.344408,1676.2227,15.785614,221.66628,16.82151,879.20325,14.760412,1.3614882,2.061098,,,16959,,,,NOT_AVAILABLE,82.39618535986334,13.78998350042812,False,False,0,True,False,False,False,False,True,True,False,3881.9702,4.449,0.0318,394.8479,0.4145,0.2355,0.48095836273640996,0.14297729100311402,True,2MASS J19360251+4957331,15.802,3612,57,-65,PHO2,4.855,0.044,-0.036,PHO2,-0.2,0.1,-0.1,PHO2,0.399,0.036,-0.043,0.417,0.038,-0.047,DSEP,0,0,0,13.445,12.844,12.685,none,-0.016385986328124602,11767303.0,3610.0,4.87,0.3938,18.785,0.076,6730.53,0.629,0.3705,1.0,---,1.0,0.005179042087721693
1376,11768142,294.36609,49.915058,2135055391335687680,1653797647,294.36603121418824,49.915022349027446,,,,,,,,3,,,45,2,,80.00412,16.25234,242.68825,17.085913,660.14386,14.839272,1.8833606,2.2466412,,,16959,,,,VARIABLE,82.45901700633488,13.565097801279776,False,False,0,True,False,False,True,False,False,False,False,,,,,,,0.18719588865821374,0.18719588865821374,False,2MASS J19372786+4954542,15.931,3554,71,-80,SPE70,4.867,0.055,-0.055,SPE60,-0.04,0.15,-0.15,SPE70,0.398,0.049,-0.054,0.426,0.047,-0.076,DSEP,1,1,1,13.454,12.784,12.635,conf,0.3213403167724618,,,,,,,,,,,,,0.021228697974842517
1377,11769236,294.86249,49.942459,2135135346446592640,899836109,294.86251041514276,49.94249107544697,2.4580928894575407,0.033485156,73.40843,6.650602624757162,0.038856883,8.325190101907006,0.043115966,31,,,1,0,0.9850465,1624.6754,16.235554,128.96008,17.478691,547.9765,15.132016,1.3939134,2.346675,,,16959,,,,NOT_AVAILABLE,82.63034939108518,13.291001533238019,False,False,0,True,False,False,False,False,True,True,False,3614.5278,4.3612,-0.2024,402.9364,0.4041,0.2462,0.12478293348971736,0.06171389077387118,True,2MASS J19392699+4956328,16.233,3474,45,-45,PHO2,4.878,0.035,-0.032,PHO2,0.0,0.1,-0.1,PHO2,0.369,0.033,-0.033,0.377,0.038,-0.038,DSEP,0,0,0,13.692,13.038,12.82,none,0.002553741455077585,,,,,,,,,,,,,0.006534908904383669
1378,11769300,294.89713,49.996361,2135135896202430208,1791766069,294.8972079573926,49.996501958309786,4.622550006870632,0.025108121,184.10577,12.360876233518674,0.031326074,29.691364991892407,0.03359936,31,,,0,0,1.039444,2031.4628,15.734847,202.80133,16.88889,462.19177,14.669652,1.3732924,2.2192373,,,16959,,,,NOT_AVAILABLE,82.69024367306515,13.295193211150925,False,False,0,True,False,False,False,False,True,True,False,3718.0388,4.6962,-0.1686,216.6167,0.4451,0.2602,0.5385657101315363,0.036749105783599086,True,2MASS J19393531+4959469,15.716,3530,80,-98,PHO2,4.876,0.06,-0.049,PHO2,-0.1,0.1,-0.1,PHO2,0.376,0.05,-0.056,0.39,0.058,-0.07,DSEP,0,0,0,13.297,12.648,12.511,none,0.01884706878662179,11769300.0,3528.0,4.88,0.3642,35.37,0.11,8329.75,1.068,0.5883,1.0,---,1.0,0.006186056473224895
1379,11769369,294.92834,49.997211,2135135793123224832,1719796588,294.9282102087455,49.9973808858634,3.813930105482707,0.031829882,119.82231,-13.476442471554307,0.037720446,34.9855028789518,0.03809529,31,,,0,0,1.2102668,1680.1455,15.885615,180.67778,17.290754,924.9873,14.709723,1.4420762,2.5810308,,,16959,,,,NOT_AVAILABLE,82.70021401726542,13.277763769236106,False,False,0,True,False,False,False,False,True,True,False,3467.1055,4.2873,-0.3595,270.6043,0.4671,0.2982,0.6813636585826176,0.09932557251954639,True,2MASS J19394280+4959499,15.913,3662,132,-132,KIC0,4.693,0.08,-0.02,KIC0,0.56,0.05,-0.3,KIC0,0.557,0.032,-0.081,0.558,0.036,-0.072,DSEP,0,0,0,13.112,12.5,12.281,none,-0.027384651184082287,,,,,,,,,,,,,0.004787429567023896
1380,11769500,294.99744,49.97398,2135138610621785472,282810226,294.99743370011197,49.974080659018064,5.567845511699899,0.024518767,227.08505,5.8417679197472925,0.02780418,16.504749835114062,0.029061088,31,,,0,0,1.0386015,1640.2605,15.519556,229.23329,16.785433,523.9369,14.400473,1.4059042,2.3849602,-21.342062,4.600901,22,5.054287,,,NOT_AVAILABLE,82.69930090743522,13.227532505117917,False,False,0,True,False,False,False,False,True,True,False,3621.6943,4.6982,0.0279,178.5037,0.4465,0.2724,0.36266590120276143,0.14607531381464925,True,2MASS J19395938+4958263,15.551,3408,44,-40,PHO2,4.923,0.046,-0.032,PHO2,0.0,0.1,-0.1,PHO2,0.325,0.035,-0.035,0.322,0.044,-0.04,DSEP,0,0,0,12.904,12.294,12.073,none,-0.031443954467773594,11769500.0,3403.0,4.91,0.3206,23.055,0.042,14148.53,1.232,0.6856,1.0,---,1.0,0.0068712280818040445
1381,11769994,295.2283,49.9468,2134949941300011008,925579202,295.228305909211,49.94680303975311,,,,,,,,3,,,19,0,,96.337395,16.487625,137.29639,17.272058,474.61084,15.271243,1.6426436,2.0008154,,,16959,,,,NOT_AVAILABLE,82.74288107090769,13.082610005756067,False,False,0,True,False,False,False,False,False,False,False,,,,,,,0.01752561557027093,0.01752561557027093,False,2MASS J19405479+4956484,16.311,3616,80,-87,PHO2,4.9,0.071,-0.052,PHO2,-0.4,0.2,-0.2,PHO2,0.358,0.049,-0.06,0.372,0.056,-0.069,DSEP,0,0,0,14.054,13.381,13.182,none,0.17662512207031256,,,,,,,,,,,,,0.009928148263621282
1382,11770517,295.45544,49.953011,2134971209977636736,597297650,295.45528896988156,49.95310294844594,3.9887235285943223,0.02658802,150.01956,-20.80929776226728,0.031475496,17.756752003848128,0.027992535,31,,,0,0,1.0306996,2341.635,15.397652,333.93677,16.495687,643.5607,14.356634,1.3618287,2.1390533,,,16959,,,,NOT_AVAILABLE,82.81644791677289,12.955197545222116,False,False,0,True,False,False,False,False,True,True,False,3722.4258,4.5264,-0.3548,249.4019,0.3521,0.2043,0.4816136250376212,0.04985145794384465,True,2MASS J19414930+4957108,15.412,3598,43,-48,PHO2,4.834,0.036,-0.027,PHO2,-0.1,0.1,-0.1,PHO2,0.418,0.027,-0.036,0.435,0.029,-0.035,DSEP,0,0,0,12.994,12.34,12.156,none,-0.01434832763671956,11770517.0,3596.0,4.84,0.3887,37.866,0.218,14475.29,1.214,0.6059,1.0,---,1.0,0.006341093058235372
1383,11773636,296.74185,49.904449,2135272338723831680,1031832592,296.741667701228,49.90432267803101,2.799639468514738,0.030419491,92.03439,-18.57023029175572,0.039758842,-22.024500986565833,0.03216898,31,,,0,0,1.0270118,1748.0353,15.863939,227.22426,16.901003,677.0833,14.853474,1.346599,2.0475292,,,16959,,,,VARIABLE,83.16284107734936,12.197698900529874,False,False,0,True,False,False,True,False,True,True,False,4022.3228,4.5856,0.255,350.9623,0.5552,0.3126,0.6208604873314592,0.16200130224967063,True,2MASS J19465804+4954160,15.875,3688,55,-60,PHO2,4.789,0.039,-0.028,PHO2,-0.1,0.1,-0.1,PHO2,0.462,0.029,-0.035,0.479,0.027,-0.034,DSEP,0,0,0,13.54,12.891,12.673,none,-0.011060714721679688,11773636.0,3686.0,4.8,0.4219,31.733,0.018,14408.59,1.14,0.6114,1.0,---,1.0,0.005139559898193822
1384,11774350,297.03482,49.948181,2087237905522882304,636055084,297.0346768624994,49.94802754090354,4.65375776623351,0.08465691,54.971977,-17.0294242712765,0.09856231,-34.662953292113116,0.10411252,31,,,0,0,3.048308,1280.9036,15.596761,184.6743,16.75166,1035.1927,14.508215,1.3975043,2.2434444,,,16959,,,,NOT_AVAILABLE,83.29282584190979,12.051612113424131,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.6443221915452266,0.05915056497529182,True,2MASS J19480835+4956534,15.541,3587,43,-48,PHO2,4.809,0.039,-0.025,PHO2,0.0,0.1,-0.1,PHO2,0.437,0.027,-0.033,0.449,0.032,-0.032,DSEP,0,0,0,13.085,12.461,12.267,none,0.05576074981689416,11774350.0,3587.0,4.8,0.3855,28.274,0.314,9755.43,1.005,0.6204,1.0,---,1.0,0.004212121764347462
1385,11774947,297.27298,49.99461,2087262300937191424,733133265,297.2730303705862,49.99469185615329,5.588915210182353,0.021764407,256.79153,8.374238330039764,0.025313117,19.642207555226165,0.028336069,31,,,0,0,0.99323046,2756.0386,15.086587,416.79706,16.136198,1092.73,14.07056,1.348876,2.0656376,-33.470387,6.70066,14,4.037282,,,NOT_AVAILABLE,83.40883580037354,11.938466185695017,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.3169016704873753,0.026213334784948066,True,2MASS J19490551+4959405,15.136,3632,49,-54,PHO2,4.849,0.036,-0.036,PHO2,-0.2,0.1,-0.1,PHO2,0.408,0.03,-0.037,0.43,0.032,-0.039,DSEP,0,0,0,12.765,12.113,11.948,none,-0.049413047790526576,11774947.0,3638.0,4.84,0.4041,33.608,0.136,6992.67,1.062,0.5873,1.0,---,1.0,0.0033400017090631593
